loan_amount,rate_of_interest,Upfront_charges,term,property_value,Credit_Score,income,open_credit,Neg_ammortization,interest_only,lump_sum_payment,age,Region,business_or_commercial,occupancy_type,Secured_by,Status
146500,4.125,4110.0,360.0,558000.0,753,1560.0,0,0,0,0,5,0,0,0,0,0
306500,3.99,2596.45,360.0,418000.0,717,0.0,0,0,0,0,4,3,1,0,0,1
486500,4.25,8415.25,360.0,618000.0,862,7920.0,0,1,0,0,3,0,0,0,0,0
296500,3.375,305.41,360.0,338000.0,538,5760.0,0,0,0,0,2,1,0,0,0,0
266500,3.99,2596.45,360.0,308000.0,829,6240.0,0,0,1,0,3,2,0,0,0,1
176500,3.99,2596.45,300.0,418000.0,796,8400.0,0,1,0,0,6,0,0,1,0,1
236500,3.625,5950.0,360.0,378000.0,843,5760.0,0,0,0,0,4,0,0,0,0,0
136500,4.625,2875.0,360.0,208000.0,848,2040.0,0,0,0,0,6,0,0,0,0,0
406500,3.99,935.0,360.0,448000.0,632,4080.0,0,0,0,0,3,1,1,0,0,0
606500,3.75,187.5,360.0,908000.0,566,8400.0,0,0,0,0,2,0,0,0,0,0
156500,3.5,5010.0,300.0,208000.0,788,3480.0,0,0,0,0,3,0,0,0,0,0
526500,3.99,2596.45,360.0,418000.0,894,9600.0,0,0,0,0,2,1,0,0,0,1
326500,3.5,2596.45,360.0,378000.0,779,5760.0,0,0,0,0,3,1,1,0,0,0
316500,4.0,1671.96,360.0,398000.0,612,4800.0,0,0,0,0,4,0,0,0,0,0
146500,4.5,2319.0,240.0,238000.0,567,3840.0,0,0,0,0,3,0,0,0,0,0
146500,3.99,5326.48,360.0,408000.0,790,3120.0,0,0,0,0,6,0,0,0,0,0
436500,3.5,0.0,360.0,758000.0,792,12120.0,0,0,0,0,2,1,0,0,0,0
116500,3.99,2596.45,360.0,418000.0,628,1260.0,0,0,0,1,5,1,0,0,0,1
756500,3.99,2596.45,360.0,1108000.0,565,14100.0,0,0,0,0,5,1,0,2,0,1
326500,3.99,8666.0,360.0,418000.0,782,11640.0,0,0,0,0,3,1,0,0,0,0
416500,4.25,3008.28,360.0,508000.0,543,6300.0,0,1,0,0,2,1,0,0,0,0
376500,4.625,1043.56,360.0,438000.0,564,10140.0,0,1,0,0,3,1,1,0,0,0
386500,3.75,0.0,360.0,388000.0,865,5640.0,0,0,0,0,5,0,1,0,0,0
76500,4.75,2700.66,180.0,148000.0,699,2400.0,0,0,0,0,3,1,0,0,0,0
176500,4.25,1150.0,180.0,528000.0,634,9120.0,0,0,0,0,2,0,0,0,0,0
316500,3.625,7592.9,360.0,558000.0,638,5460.0,0,0,0,0,4,0,0,0,0,0
116500,4.75,3311.88,360.0,358000.0,631,1800.0,0,1,0,0,6,1,0,0,0,0
706500,2.75,795.0,360.0,1408000.0,799,13800.0,0,0,0,0,5,1,0,0,0,0
256500,3.99,2596.45,360.0,268000.0,675,6360.0,0,0,0,0,2,1,1,0,0,1
86500,3.625,2960.39,360.0,108000.0,770,1020.0,0,0,0,0,5,1,1,0,0,0
276500,3.99,7425.0,360.0,448000.0,553,3900.0,0,0,0,0,4,1,0,0,0,0
286500,4.99,1025.6,360.0,348000.0,559,3900.0,0,0,0,0,5,1,1,0,0,0
196500,4.99,1430.94,360.0,208000.0,654,3120.0,0,0,0,0,2,1,1,0,0,0
476500,4.875,15584.0,360.0,728000.0,677,5760.0,0,0,0,0,3,0,0,2,0,1
416500,3.99,2596.45,300.0,528000.0,583,6900.0,0,0,0,0,3,1,0,0,0,1
626500,4.99,1812.5,360.0,858000.0,832,14100.0,0,0,0,0,3,1,0,0,0,0
726500,3.99,2596.45,360.0,1608000.0,506,5580.0,0,0,0,0,4,0,0,0,0,1
186500,4.99,66.16,348.0,288000.0,602,2880.0,0,0,0,0,3,1,0,0,0,0
606500,3.99,2596.45,360.0,418000.0,695,7920.0,0,0,0,0,3,0,0,0,0,1
556500,3.75,0.0,360.0,768000.0,597,6600.0,0,0,0,0,3,0,0,0,0,0
256500,3.99,2596.45,360.0,2508000.0,702,4920.0,0,0,0,1,6,0,0,0,0,1
666500,3.99,2596.45,360.0,418000.0,831,12540.0,0,0,0,0,1,1,0,0,0,1
506500,4.125,114.58,240.0,898000.0,523,10020.0,0,0,0,0,1,2,0,0,0,0
306500,3.99,2596.45,360.0,758000.0,662,10380.0,0,0,0,1,6,1,0,0,0,1
246500,3.99,2596.45,360.0,288000.0,687,5760.0,0,0,0,0,2,0,1,0,0,1
576500,3.75,10437.36,360.0,718000.0,795,9900.0,0,0,0,0,2,1,0,0,0,0
376500,3.875,0.0,360.0,648000.0,884,5700.0,0,0,0,0,2,1,0,0,0,0
466500,3.99,2596.45,360.0,418000.0,784,7680.0,0,0,0,0,2,1,0,0,0,1
266500,4.125,7640.0,360.0,338000.0,517,3780.0,0,0,1,0,4,0,0,0,0,0
136500,3.99,2596.45,180.0,188000.0,736,1740.0,0,0,0,0,2,0,0,0,0,1
586500,3.875,0.0,360.0,658000.0,868,8460.0,0,0,0,0,3,1,0,0,0,0
406500,3.99,2596.45,360.0,608000.0,659,7680.0,0,0,0,1,4,2,0,0,0,1
416500,3.625,0.0,360.0,608000.0,674,4500.0,0,0,0,0,3,1,0,0,0,0
306500,4.625,1115.27,360.0,318000.0,744,6720.0,0,0,0,0,1,1,1,0,0,0
476500,4.125,4639.4,360.0,608000.0,697,5940.0,0,0,0,0,3,1,0,0,0,0
546500,3.99,2596.45,360.0,618000.0,603,10320.0,0,1,0,0,3,1,0,0,0,1
296500,3.625,634.8,360.0,608000.0,681,3720.0,0,0,0,0,3,1,0,0,0,0
246500,3.99,2596.45,96.0,418000.0,530,9540.0,0,1,0,0,5,0,0,0,0,1
116500,3.99,2596.45,180.0,418000.0,601,2520.0,0,0,1,0,3,0,0,0,0,1
206500,4.75,1049.5,360.0,278000.0,505,2160.0,0,0,0,0,4,0,1,0,0,0
196500,4.5,4920.75,360.0,298000.0,514,7260.0,0,0,0,0,4,1,0,0,0,0
626500,3.99,0.0,360.0,618000.0,647,12600.0,0,0,1,0,2,2,0,0,0,0
656500,3.49,1190.05,360.0,708000.0,798,5760.0,0,1,1,0,3,0,0,0,0,0
286500,3.99,0.0,360.0,308000.0,841,4980.0,0,0,0,0,2,1,0,0,0,0
76500,4.75,2843.75,360.0,268000.0,731,1260.0,0,0,0,0,4,0,0,0,0,0
356500,4.375,4462.5,360.0,538000.0,741,7380.0,0,0,0,0,2,1,0,0,0,0
236500,3.99,2596.45,300.0,248000.0,633,5760.0,0,1,0,0,4,0,0,0,0,1
106500,4.75,1504.54,360.0,198000.0,886,5100.0,0,0,0,0,2,0,0,0,0,0
346500,3.875,13078.13,360.0,468000.0,627,16800.0,0,0,0,0,1,0,0,0,0,0
206500,3.99,2596.45,360.0,418000.0,593,5100.0,0,0,0,0,1,1,0,0,0,1
366500,3.99,2596.45,324.0,498000.0,897,5220.0,0,1,0,0,4,2,0,0,0,1
466500,3.99,2596.45,360.0,418000.0,621,5940.0,0,1,0,0,2,1,0,0,0,1
356500,4.125,9908.21,360.0,448000.0,696,9240.0,0,0,0,0,3,0,0,0,0,0
446500,3.25,0.0,360.0,458000.0,770,5760.0,0,0,0,0,3,0,0,0,0,0
156500,4.56,1525.0,360.0,178000.0,775,2460.0,0,1,0,0,3,0,0,0,0,0
296500,3.625,1052.91,360.0,308000.0,840,3900.0,0,0,0,0,2,1,1,0,0,0
296500,3.99,2596.45,324.0,418000.0,761,5700.0,0,1,0,0,2,1,1,0,0,1
506500,3.99,2596.45,360.0,418000.0,816,12300.0,0,0,0,1,2,0,0,0,0,1
1066500,3.99,2596.45,360.0,1408000.0,663,19260.0,0,0,0,0,1,0,0,2,0,1
366500,4.125,3983.75,360.0,408000.0,642,12480.0,0,0,0,0,4,1,0,0,0,0
216500,3.99,2596.45,360.0,418000.0,623,6180.0,0,0,0,0,2,0,0,1,0,1
316500,4.25,850.04,360.0,398000.0,646,3600.0,0,0,0,0,2,0,0,0,0,0
326500,3.99,2596.45,360.0,418000.0,794,5820.0,0,0,0,0,2,0,0,0,0,1
376500,3.99,3750.0,360.0,548000.0,822,12480.0,0,1,0,0,2,1,0,2,0,0
316500,3.99,2596.45,360.0,428000.0,732,10140.0,0,0,0,1,4,1,0,0,1,1
306500,4.75,7490.0,360.0,418000.0,564,9720.0,0,0,1,0,2,1,0,0,0,0
166500,3.99,2596.45,360.0,418000.0,677,5760.0,0,0,0,0,4,1,1,0,0,1
326500,3.99,2596.45,360.0,708000.0,814,3240.0,0,0,0,0,6,0,0,0,0,1
236500,4.25,4194.0,360.0,258000.0,664,17760.0,0,0,0,0,2,1,0,0,0,0
546500,3.875,14358.7,360.0,788000.0,513,10020.0,0,0,1,0,4,1,0,0,0,0
276500,3.49,0.0,360.0,328000.0,544,5760.0,0,0,0,0,2,0,1,0,0,0
46500,3.99,889.3,360.0,108000.0,712,600.0,0,0,0,0,6,0,1,0,0,0
96500,3.5,2175.5,360.0,128000.0,590,1980.0,0,0,0,0,5,0,0,0,0,0
226500,3.99,2596.45,360.0,268000.0,881,780.0,0,0,0,0,4,1,1,0,0,1
576500,3.75,0.0,360.0,978000.0,768,8100.0,0,0,0,0,2,0,0,0,0,0
1706500,3.99,2596.45,360.0,2758000.0,533,11880.0,0,0,0,0,4,1,0,0,0,1
416500,3.375,687.0,360.0,838000.0,613,5940.0,0,0,0,0,3,0,0,0,0,0
196500,3.375,4991.28,360.0,318000.0,501,3120.0,0,0,1,0,5,0,0,0,0,0
526500,4.125,95.22,360.0,568000.0,897,15360.0,0,0,0,0,1,1,0,0,0,0
256500,3.99,2596.45,360.0,418000.0,657,5280.0,0,0,0,0,3,1,0,0,0,1
456500,3.99,2596.45,324.0,668000.0,837,0.0,0,0,0,0,2,0,0,0,0,1
206500,3.99,2596.45,360.0,378000.0,634,2460.0,0,0,0,0,3,1,0,0,0,0
646500,4.375,0.0,360.0,728000.0,897,7800.0,0,0,0,0,3,0,0,0,0,0
166500,4.125,2680.8,360.0,208000.0,863,2820.0,0,0,0,0,5,0,0,0,0,0
246500,3.99,2596.45,360.0,418000.0,668,3600.0,0,0,0,0,5,0,0,0,0,1
316500,3.5,9822.58,324.0,408000.0,533,11460.0,0,0,0,0,3,0,0,0,0,0
346500,4.125,0.0,360.0,358000.0,871,6660.0,0,0,0,0,1,1,1,0,0,0
166500,4.99,1958.0,360.0,208000.0,860,2280.0,0,0,0,0,1,0,0,0,0,0
136500,4.5,3154.76,360.0,178000.0,567,5640.0,0,0,0,0,3,1,1,0,0,0
196500,4.5,3705.5,360.0,258000.0,569,4200.0,0,0,0,0,3,0,0,0,0,0
106500,3.99,2596.45,180.0,98000.0,554,6060.0,0,0,0,0,4,2,1,0,0,1
146500,4.5,960.0,360.0,148000.0,777,3420.0,0,0,0,0,1,0,0,0,0,0
156500,4.5,2131.25,360.0,358000.0,710,2640.0,0,1,0,0,4,1,0,0,0,0
316500,4.625,7745.63,360.0,428000.0,672,4620.0,0,0,0,0,3,0,0,0,0,0
296500,3.99,2596.45,360.0,418000.0,516,0.0,0,0,0,0,4,1,0,0,0,1
226500,3.875,3812.81,360.0,308000.0,829,5100.0,0,0,0,0,4,1,0,0,0,0
56500,5.75,1787.45,360.0,88000.0,602,1080.0,0,0,0,0,5,1,0,0,0,0
416500,4.125,2284.75,360.0,528000.0,607,4980.0,0,0,0,0,2,1,0,0,0,0
366500,3.375,2214.92,360.0,468000.0,794,4560.0,0,0,0,0,4,0,0,0,0,0
106500,4.875,2596.45,360.0,688000.0,845,1920.0,0,0,0,0,5,0,0,0,0,0
76500,3.99,2596.45,360.0,248000.0,809,2520.0,0,0,0,0,4,0,1,0,0,1
226500,4.5,6729.0,360.0,278000.0,678,5760.0,0,0,0,0,1,0,0,0,0,0
556500,5.375,331.44,360.0,748000.0,752,8280.0,0,1,0,0,3,2,0,0,0,0
356500,5.99,4212.5,360.0,558000.0,561,8400.0,0,0,0,0,3,0,0,0,0,0
256500,4.875,772.5,360.0,358000.0,805,3420.0,0,0,0,0,3,1,0,0,0,0
256500,3.75,4800.66,360.0,358000.0,731,6960.0,0,0,0,0,1,1,0,0,0,0
96500,3.99,1497.5,360.0,118000.0,688,2160.0,0,0,0,0,2,0,0,0,0,0
106500,6.75,2600.0,360.0,138000.0,696,3960.0,0,0,0,0,1,0,0,0,0,0
386500,3.625,273.35,240.0,1178000.0,752,11400.0,0,0,1,0,3,1,0,0,0,0
416500,3.99,1590.0,360.0,478000.0,874,6060.0,0,0,0,0,1,1,0,0,0,0
546500,3.99,2596.45,360.0,648000.0,746,5520.0,0,0,0,0,2,1,0,0,0,1
686500,4.25,0.0,360.0,708000.0,873,15720.0,0,0,0,0,2,1,1,0,0,0
456500,3.99,6380.0,360.0,768000.0,794,5940.0,0,1,0,0,4,1,0,0,0,0
106500,4.375,2875.0,240.0,178000.0,749,2940.0,0,0,0,0,1,1,0,0,0,0
396500,3.625,0.0,240.0,548000.0,615,24960.0,0,0,0,0,2,1,0,0,0,0
286500,3.99,2596.45,168.0,418000.0,711,5100.0,0,0,0,0,6,1,0,0,0,1
96500,4.75,148.55,360.0,98000.0,700,5040.0,0,0,0,0,4,2,1,0,0,0
306500,2.5,795.0,360.0,898000.0,633,17580.0,0,0,0,0,4,0,0,0,0,0
256500,4.125,8133.25,360.0,338000.0,859,5400.0,0,0,0,0,3,0,0,0,0,0
276500,3.5,9500.0,360.0,468000.0,733,5220.0,0,0,0,0,3,0,0,0,0,0
626500,3.99,2596.45,360.0,418000.0,834,7080.0,0,0,0,0,3,0,0,0,0,1
256500,3.99,2596.45,360.0,818000.0,554,3420.0,0,0,0,0,4,1,0,0,0,1
106500,3.99,2596.45,180.0,168000.0,859,2820.0,0,0,0,0,4,1,0,0,0,1
296500,2.99,9280.0,108.0,558000.0,515,8100.0,0,0,0,0,5,1,0,0,0,0
286500,3.99,2596.45,360.0,418000.0,780,4920.0,0,1,0,0,4,1,0,1,0,1
306500,3.5,0.0,360.0,468000.0,723,8400.0,0,0,0,0,5,1,0,0,0,0
326500,4.5,0.0,360.0,368000.0,547,4860.0,0,0,0,0,3,1,0,0,0,0
216500,3.0,407.44,360.0,218000.0,712,2100.0,0,0,0,0,3,0,1,0,0,0
296500,4.0,0.0,360.0,678000.0,851,3240.0,0,0,0,0,4,1,0,0,0,0
236500,4.75,7041.88,360.0,318000.0,834,5280.0,0,1,0,0,4,0,0,2,0,0
246500,4.375,1250.0,360.0,548000.0,580,3360.0,0,0,0,0,5,0,0,0,0,0
316500,3.99,2596.45,360.0,408000.0,684,7920.0,0,0,0,0,2,0,0,0,0,1
576500,3.5,0.0,360.0,968000.0,573,13620.0,0,0,0,0,2,0,0,0,0,0
576500,3.99,2596.45,360.0,418000.0,688,13980.0,0,0,0,0,3,0,0,0,0,1
116500,4.75,2820.25,360.0,138000.0,855,1260.0,0,0,0,0,5,1,0,0,0,0
586500,3.99,1706.85,360.0,658000.0,656,7140.0,0,0,0,0,1,0,0,0,0,0
336500,4.0,5740.63,360.0,448000.0,686,4500.0,0,0,0,0,2,0,0,2,0,0
346500,3.875,2323.75,360.0,368000.0,798,4920.0,0,1,0,0,3,0,0,0,0,0
286500,3.49,0.0,360.0,298000.0,815,5760.0,0,0,0,0,1,2,1,0,0,0
236500,2.99,1610.36,180.0,528000.0,878,13920.0,0,0,0,0,3,1,0,0,0,0
76500,5.5,2642.0,360.0,128000.0,783,2820.0,0,1,0,0,5,1,0,0,0,0
636500,4.56,1300.0,360.0,818000.0,607,6180.0,0,0,0,0,1,0,0,0,0,0
256500,3.99,2596.45,360.0,368000.0,758,6540.0,0,0,0,0,4,0,0,0,0,1
446500,4.25,2596.45,360.0,568000.0,621,7440.0,0,0,0,0,1,1,0,0,0,0
346500,3.625,10306.25,360.0,648000.0,683,8100.0,0,0,0,0,4,0,0,0,0,0
106500,4.25,3333.87,96.0,158000.0,579,6900.0,0,0,0,0,5,0,0,0,0,0
176500,3.5,4950.0,360.0,368000.0,556,2160.0,0,0,0,0,5,1,0,0,0,0
546500,3.875,0.0,360.0,988000.0,521,11820.0,0,0,0,0,2,2,0,0,0,0
346500,4.875,0.0,360.0,358000.0,799,5820.0,0,0,0,0,1,1,1,0,0,0
536500,4.375,1332.57,360.0,558000.0,805,18300.0,0,0,0,0,2,1,0,0,0,0
236500,3.99,2596.45,120.0,418000.0,797,11280.0,0,0,0,0,4,0,0,0,0,1
256500,3.75,2596.45,360.0,268000.0,814,5760.0,0,0,0,0,3,1,1,0,0,0
106500,3.99,2596.45,180.0,418000.0,591,4080.0,0,0,0,0,3,0,1,0,0,1
616500,4.5,9824.38,360.0,668000.0,785,7740.0,0,0,0,0,5,0,0,0,0,0
206500,3.99,1765.0,360.0,218000.0,542,3720.0,0,0,0,0,2,0,0,0,0,0
1166500,3.99,12540.52,324.0,1358000.0,809,5760.0,0,1,0,0,3,0,0,0,0,1
136500,3.99,2596.45,360.0,418000.0,875,3060.0,0,0,0,0,5,0,0,0,0,1
426500,4.5,6911.66,276.0,858000.0,860,11220.0,0,1,0,0,3,0,0,0,0,0
226500,3.875,4513.91,360.0,258000.0,884,7380.0,0,0,0,0,4,1,0,0,0,0
146500,3.99,2596.45,120.0,418000.0,854,5460.0,0,0,0,0,4,0,0,0,0,1
366500,3.875,1065.0,324.0,608000.0,559,4320.0,0,0,0,0,3,1,0,0,0,0
486500,4.875,0.0,360.0,518000.0,767,6300.0,0,1,0,0,1,1,0,0,0,0
136500,4.125,1729.75,360.0,208000.0,511,3180.0,0,0,0,0,3,0,1,0,0,0
246500,3.99,2995.0,360.0,308000.0,741,4320.0,0,0,0,0,0,1,0,0,0,0
276500,3.625,8061.0,324.0,468000.0,766,5040.0,0,0,0,0,5,0,0,0,0,0
436500,3.625,17.72,360.0,448000.0,857,4440.0,0,0,0,0,3,1,1,0,0,0
136500,4.5,435.28,360.0,168000.0,721,1620.0,0,0,0,0,4,1,0,0,0,0
276500,3.99,2596.45,360.0,418000.0,574,4320.0,0,0,0,0,3,2,1,0,0,1
416500,3.75,0.0,360.0,418000.0,546,5760.0,0,0,0,0,6,1,0,0,0,0
266500,3.875,295.0,360.0,358000.0,713,6960.0,0,0,0,0,5,1,0,0,0,0
346500,3.99,2596.45,180.0,438000.0,754,5040.0,0,0,0,0,2,0,0,0,0,1
636500,4.125,1645.0,360.0,738000.0,670,7920.0,0,1,0,0,2,1,0,0,0,0
336500,3.99,287.11,360.0,348000.0,672,4920.0,0,0,0,0,1,2,1,0,0,0
226500,3.99,2596.45,360.0,228000.0,531,4860.0,0,0,0,0,2,0,1,0,0,1
466500,2.99,11212.0,180.0,608000.0,603,12360.0,0,0,0,0,4,1,0,0,0,0
486500,3.5,0.0,360.0,538000.0,900,7740.0,0,0,1,0,2,1,0,0,0,0
76500,3.99,3050.0,180.0,98000.0,868,2220.0,0,0,0,0,5,0,0,0,0,0
426500,3.99,7696.85,360.0,518000.0,870,7320.0,0,0,1,0,4,1,0,0,0,0
506500,3.25,5003.28,360.0,658000.0,527,5760.0,0,0,0,0,4,0,0,0,0,0
216500,3.875,876.1,360.0,768000.0,602,3360.0,0,0,0,0,1,0,0,0,0,0
746500,4.25,0.0,360.0,1478000.0,503,10380.0,0,0,0,0,3,2,0,0,0,0
316500,3.5,10180.04,300.0,558000.0,650,6660.0,0,0,0,0,3,0,0,0,0,0
636500,3.99,0.0,360.0,738000.0,660,6360.0,0,0,1,0,1,1,0,0,0,0
416500,3.625,0.0,360.0,608000.0,818,7560.0,0,0,0,0,4,1,0,0,0,0
236500,3.99,1788.83,360.0,248000.0,718,4560.0,0,0,0,0,1,0,1,0,0,0
596500,4.56,16000.0,360.0,858000.0,636,7020.0,0,0,0,0,5,0,0,0,0,0
206500,4.99,3360.63,360.0,278000.0,833,13860.0,0,0,0,0,1,0,0,2,0,0
156500,3.75,0.0,360.0,158000.0,607,5760.0,0,0,0,0,3,0,1,0,0,0
126500,4.125,2827.53,360.0,158000.0,734,2220.0,0,0,0,0,1,1,1,0,0,0
576500,3.625,0.0,360.0,658000.0,534,5760.0,0,0,1,0,4,1,0,0,0,0
156500,3.99,2596.45,360.0,418000.0,708,3300.0,0,0,1,0,4,0,0,0,0,1
56500,6.24,2596.45,360.0,1058000.0,641,18000.0,1,1,1,0,2,1,0,0,0,0
376500,3.99,2596.45,360.0,418000.0,561,5640.0,0,0,0,0,1,1,1,0,0,1
346500,4.25,0.0,360.0,588000.0,835,7440.0,0,0,0,0,3,1,0,0,0,0
216500,3.5,7052.5,360.0,398000.0,757,8280.0,0,0,0,0,4,1,0,0,0,0
126500,3.99,2132.67,300.0,168000.0,611,3240.0,0,0,0,0,3,2,1,0,0,0
356500,3.5,7812.5,360.0,1508000.0,539,3240.0,0,0,1,0,6,1,0,0,0,0
326500,4.125,1490.0,360.0,578000.0,659,4620.0,0,0,0,0,2,0,0,0,0,0
246500,3.75,2467.97,240.0,418000.0,516,4920.0,0,0,0,0,2,0,0,0,0,0
246500,3.99,2596.45,360.0,418000.0,779,0.0,0,0,0,0,2,0,1,0,0,1
596500,4.0,3039.55,360.0,808000.0,543,8400.0,0,0,0,0,2,1,0,0,0,0
246500,3.75,4950.99,180.0,318000.0,713,8220.0,0,0,0,0,4,2,0,0,0,0
156500,3.99,2596.45,360.0,408000.0,842,2520.0,0,0,0,1,5,1,0,0,0,1
226500,4.5,1036.03,360.0,258000.0,640,4500.0,0,0,0,0,3,2,0,1,0,0
376500,3.99,2596.45,360.0,388000.0,882,4500.0,0,0,0,0,3,1,1,0,0,1
376500,3.5,10537.5,360.0,678000.0,552,4020.0,0,0,0,0,5,1,0,0,0,0
176500,3.375,4605.58,144.0,258000.0,533,6540.0,0,0,0,0,4,1,0,0,0,0
196500,3.99,2596.45,360.0,338000.0,588,40020.0,0,0,1,0,4,1,0,0,0,1
506500,3.99,2596.45,360.0,418000.0,793,6960.0,0,0,1,0,1,1,0,0,0,1
246500,3.99,8808.75,360.0,328000.0,736,5460.0,0,0,0,0,5,1,0,0,0,0
336500,4.625,0.0,360.0,398000.0,568,8580.0,0,1,0,0,3,0,1,0,0,0
336500,3.75,7998.0,360.0,458000.0,675,17760.0,0,0,0,0,3,0,0,0,0,0
256500,3.125,6900.0,180.0,268000.0,632,7800.0,0,0,0,0,0,1,0,0,0,0
286500,4.56,8578.75,360.0,338000.0,597,5940.0,0,0,0,0,5,2,0,0,0,0
486500,3.875,7958.51,360.0,618000.0,529,5640.0,0,0,0,0,2,0,0,0,0,0
336500,3.375,11334.5,180.0,438000.0,672,12720.0,0,0,0,0,2,1,0,0,0,0
156500,5.25,4250.0,360.0,208000.0,631,7200.0,0,0,0,0,3,1,0,0,0,0
516500,3.75,13355.0,360.0,868000.0,585,10740.0,0,0,0,0,3,0,0,0,0,0
66500,3.99,2052.02,180.0,248000.0,677,1440.0,0,0,0,0,5,0,0,0,0,0
116500,3.75,3315.0,360.0,168000.0,528,3120.0,0,0,0,0,3,1,0,0,0,0
386500,4.875,1375.0,360.0,478000.0,684,3960.0,0,0,0,0,1,0,0,0,0,0
266500,3.625,8315.19,360.0,308000.0,745,4140.0,0,1,0,0,4,1,0,0,0,0
516500,3.875,0.0,360.0,598000.0,662,7200.0,0,0,0,0,2,0,0,0,0,0
326500,3.99,2596.45,324.0,638000.0,636,6600.0,0,0,0,0,5,0,0,0,0,1
116500,3.99,2596.45,360.0,138000.0,725,840.0,0,0,0,0,4,1,1,0,0,1
336500,3.5,2596.45,180.0,588000.0,873,5520.0,0,0,0,0,3,1,0,0,0,0
326500,4.25,5200.0,360.0,578000.0,849,3060.0,0,0,0,0,1,0,0,0,0,0
366500,5.125,0.0,360.0,468000.0,754,7320.0,0,0,0,0,4,1,0,0,0,0
106500,4.75,2789.0,360.0,178000.0,553,7320.0,0,1,0,0,5,1,0,0,0,0
306500,2.875,2094.14,360.0,428000.0,554,5760.0,0,0,0,0,4,2,0,0,0,0
206500,3.99,2596.45,360.0,418000.0,721,0.0,0,0,0,0,1,0,1,0,0,1
356500,3.99,2596.45,360.0,458000.0,853,10380.0,0,1,0,0,4,1,0,0,0,1
286500,3.99,2596.45,180.0,418000.0,648,6600.0,0,0,0,0,4,0,0,0,0,1
286500,4.375,10385.0,360.0,358000.0,724,4980.0,0,1,0,0,3,0,0,0,0,0
106500,3.99,2596.45,360.0,668000.0,606,2820.0,0,0,0,0,6,0,0,0,0,1
306500,4.125,863.15,360.0,328000.0,891,3360.0,0,0,0,0,1,1,0,0,0,0
316500,3.99,2596.45,360.0,418000.0,612,20700.0,0,0,0,0,3,0,0,2,0,1
486500,4.875,1800.0,360.0,748000.0,618,4200.0,0,0,0,0,1,0,0,2,0,0
196500,3.99,6941.25,96.0,258000.0,621,12540.0,0,1,0,0,3,0,0,0,0,0
386500,3.99,2596.45,360.0,398000.0,739,5760.0,0,0,0,1,2,0,1,0,0,1
646500,3.75,6444.11,240.0,1018000.0,701,12600.0,0,1,1,0,3,0,0,0,0,0
626500,3.99,2596.45,360.0,808000.0,669,9300.0,0,0,0,0,2,0,0,0,0,1
136500,4.375,3946.77,360.0,268000.0,682,1800.0,0,0,1,0,5,0,0,0,0,0
236500,3.5,0.0,360.0,258000.0,546,3240.0,0,0,0,0,5,0,0,0,0,0
466500,4.375,10350.0,360.0,578000.0,754,8400.0,0,0,0,0,3,1,0,0,0,0
416500,3.25,4862.4,360.0,528000.0,652,13080.0,0,0,0,0,5,0,0,0,0,0
356500,3.75,7120.0,360.0,688000.0,762,7800.0,0,0,0,0,3,0,0,0,0,0
466500,3.99,3550.0,360.0,998000.0,572,5520.0,0,0,0,0,4,1,0,0,0,0
396500,2.99,1962.3,120.0,1128000.0,525,15300.0,0,0,0,0,3,0,0,0,0,0
326500,3.875,0.0,360.0,908000.0,584,18780.0,0,0,0,0,3,1,0,0,0,0
376500,4.375,2657.5,180.0,868000.0,811,7620.0,0,0,0,0,4,1,0,2,0,0
346500,3.875,3803.72,360.0,478000.0,634,6000.0,0,0,0,0,4,1,0,0,0,0
126500,3.25,2847.65,180.0,598000.0,567,5160.0,0,0,1,0,5,1,0,0,0,0
176500,3.99,2596.45,360.0,418000.0,876,0.0,0,0,0,0,3,0,1,0,0,1
386500,4.125,1627.4,360.0,648000.0,715,5400.0,0,0,0,0,5,0,0,0,0,0
206500,3.99,2596.45,180.0,438000.0,699,4260.0,0,0,0,0,5,1,0,0,0,1
126500,4.125,2508.13,360.0,158000.0,738,1920.0,0,0,0,0,2,0,1,0,0,0
436500,3.375,130.68,180.0,1048000.0,897,9960.0,0,0,0,0,3,1,0,0,0,0
206500,3.99,2596.45,360.0,418000.0,539,3000.0,0,0,1,0,1,0,0,0,0,1
1226500,4.99,12500.0,360.0,1758000.0,711,16260.0,0,0,0,0,3,0,0,2,0,0
386500,3.99,2596.45,240.0,418000.0,819,7260.0,0,0,0,1,3,1,0,0,0,1
536500,3.875,295.0,360.0,568000.0,884,6900.0,0,0,0,0,2,0,0,0,0,0
346500,3.99,1250.0,360.0,658000.0,874,13500.0,0,0,0,0,3,1,0,0,0,0
476500,4.75,0.0,360.0,608000.0,726,13800.0,0,0,0,0,4,0,0,0,0,0
256500,3.5,3305.29,360.0,288000.0,638,4380.0,0,0,0,0,4,1,0,0,0,0
146500,3.75,4317.93,180.0,218000.0,853,2400.0,0,0,0,0,3,0,0,0,0,0
356500,3.625,2596.45,360.0,818000.0,706,5160.0,0,0,0,0,5,1,0,0,0,0
606500,3.5,295.0,360.0,2058000.0,769,15060.0,0,0,0,0,3,1,0,0,0,0
136500,3.99,2596.45,180.0,198000.0,531,2940.0,0,0,0,0,2,1,0,0,0,1
246500,4.375,465.03,360.0,288000.0,633,4140.0,0,0,0,0,2,1,0,0,0,0
